Genotype Germplasm Treatment Compartment Block Plot fASV113 fASV149 fASV249 fASV115 fASV159 fASV122 fASV154 fASV537 fASV97 fASV145 fASV126 fASV476 fASV44 fASV269 fASV216 fASV180 fASV300 fASV215 fASV121 fASV123 fASV280 fASV236 fASV242 fASV339 fASV297 fASV293 fASV95 fASV3 fASV70 fASV60 fASV12 fASV94 fASV316 fASV395 fASV176 fASV186 fASV125 fASV329 fASV11 fASV21 fASV19 fASV455 fASV311 fASV68 fASV34 fASV148 fASV417 fASV499 fASV62 fASV36 fASV588 fASV196 fASV88 fASV197 fASV224 fASV559 fASV273 fASV65 fASV35 fASV228 fASV323 fASV509 fASV508 fASV105 fASV120 fASV128 fASV26 fASV810 fASV510 fASV327 fASV378 fASV112 fASV590 fASV257 fASV255 fASV337 fASV291 fASV84 fASV158 fASV100 fASV99 fASV325 fASV246 fASV310 fASV391 fASV23 fASV163 fASV178 fASV248 fASV464 fASV367 fASV517 fASV374 fASV37 fASV22 fASV57 fASV39 fASV25 fASV49 fASV9 fASV31 fASV78 fASV42 fASV183 fASV422 fASV411 fASV41 fASV331 fASV440 fASV165 fASV187 fASV58 fASV80 fASV271 fASV147 fASV332 fASV160 fASV106 fASV111 fASV140 fASV185 fASV127 fASV91 fASV376 fASV67 fASV222 fASV138 fASV87 fASV24 fASV86 fASV76 fASV119 fASV598 fASV90 fASV166 fASV245 fASV136 fASV13 fASV167 fASV10 fASV77 fASV29 fASV45 fASV436 fASV43 fASV102 fASV66 fASV153 fASV109 fASV162 fASV64 fASV50 fASV239 fASV320 fASV71 fASV130 fASV15 fASV17 fASV85 fASV6 fASV53 fASV81 fASV114 fASV135 fASV124 fASV150 fASV506 fASV108 fASV152 fASV101 fASV20 fASV7 fASV243 fASV8 fASV5 fASV2 fASV1 fASV485 fASV319 fASV371 fASV220 fASV74 fASV375 fASV14 fASV93 fASV400 fASV170 fASV288 fASV258 fASV386 fASV451 fASV569 fASV301 fASV98 fASV191 fASV214 fASV203 fASV175 fASV267 fASV318 fASV270 fASV61 fASV322 fASV40 fASV30 fASV27 fASV103 fASV155 fASV59 fASV16 fASV82 fASV380 fASV104 fASV523 fASV131 fASV32 fASV28 fASV192 fASV268 fASV206 fASV349 fASV359 fASV360 fASV252 fASV33 fASV139 fASV223 fASV189 fASV132 fASV4 fASV47 fASV213 fASV56 fASV194 fASV157 fASV96 fASV202 fASV79 fASV18 fASV83 fASV231 fASV72 fASV55 fASV46 fASV173 fASV69 fASV305 fASV133
LP_S84_1 X84 Landrace LP Rhizosphere 1 P09 21 0 0 0 0 11 14 0 47 0 0 0 0 0 0 14 0 0 9 0 0 0 0 0 0 0 0 55 0 0 68 0 0 0 17 0 0 0 60 10 29 2 0 0 6 5 0 0 10 96 0 14 0 0 5 0 0 3 1554 0 3 2 2 0 0 32 720 0 0 0 0 17 0 10 9 0 15 11 19 54 38 0 23 0 0 402 0 6 9 2 0 0 0 0 3 0 0 0 0 29 0 0 0 0 0 0 10 0 0 34 589 0 0 0 40 9 0 0 14 44 0 0 0 0 0 11 0 0 1392 0 122 0 0 44 16 0 22 920 0 119 0 7 0 0 0 49 0 23 43 0 25 2155 44 0 0 0 877 1414 96 52 33 0 36 13 0 0 0 12 0 0 0 1852 19 1049 1157 3620 14497 2 2 10 16 108 0 2898 63 0 0 0 0 20 2 0 0 83 19 18 68 0 0 0 0 0 0 64 0 44 117 35 0 27766 0 0 40 0 0 238 126 43 0 8 0 0 44 0 750 5 0 0 0 915 49 6 93 11 0 25 7 48 28 20 0 0 0 3 0 15 15 0
LP_S84_2 X84 Landrace LP Rhizosphere 2 P09 53 0 0 93 0 2 41 0 106 18 37 0 130 0 0 14 0 27 41 19 16 17 22 5 8 0 87 2838 126 485 796 0 0 10 37 0 4 0 173 46 139 5 5 0 17 47 4 15 39 88 11 9 96 0 101 4 0 4 414 0 10 13 6 172 0 21 272 0 4 0 0 3 3 6 12 0 0 496 24 30 45 0 48 0 0 1505 310 7 12 0 0 0 0 0 0 0 0 0 0 808 0 0 0 0 0 4 3 0 0 22 0 0 0 0 52 2 0 0 7 16 0 22 9 0 7 28 8 0 103 0 139 0 0 130 39 0 36 911 11 995 0 43 0 0 109 0 25 0 0 19 17 110 0 0 11 0 428 373 41 10856 89 128 43 10 12 0 2 0 13 222 0 1193 0 1734 409 58171 18140 7 19 6 26 198 0 545 33 3 6 5 5 4 0 2 0 242 26 0 38 39 17 0 17 11 0 134 0 170 81 0 57 671 8 0 91 0 0 250 77 24 0 35 27 0 6 0 569 0 0 41 0 1353 104 6 313 26 31 46 4 140 796 97 20 0 3 8 12 86 13 3
LP_S84_3 X84 Landrace LP Rhizosphere 3 P09 73 0 0 39 0 134 10 0 44 17 37 0 0 0 0 22 0 28 37 0 17 8 20 0 0 0 10 6729 0 81 426 0 4 7 40 0 4 0 203 75 106 5 0 0 24 39 0 5 19 77 0 0 0 0 0 0 0 0 326 0 0 4 0 0 5 20 321 0 0 0 0 0 0 6 5 0 0 4 22 90 330 0 47 37 0 664 39 12 0 0 0 0 0 44 45 0 0 0 0 2896 0 0 0 0 0 0 0 0 0 5 10 0 0 0 18 0 2 0 19 32 0 0 0 0 6 16 16 65 271 0 139 11 0 67 9 0 60 2301 10 5996 31 236 0 0 648 286 318 90 0 15 30875 341 60 0 0 0 1593 476 1190 3781 0 0 25 0 22 12 0 0 0 91 36 2019 16 2571 691 1726 17260 0 3 9 19 62 0 638 37 0 7 0 0 8 4 0 0 74 22 23 0 47 0 0 11 0 0 56 0 117 226 106 805 840 20 0 139 0 95 2238 359 29 0 23 0 6 0 0 360 10 0 0 0 1589 153 16 106 11 10 29 5 200 667 70 37 0 9 0 0 40 6 0
LP_S85_1 X85 Landrace LP Rhizosphere 1 P03 0 0 0 10 0 14 9 0 26 0 11 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 134 0 0 106 0 6 5 2 0 2 0 414 37 107 4 0 0 24 0 3 11 39 116 0 16 0 7 0 0 0 0 430 4 10 0 0 0 0 22 257 0 6 0 0 0 2 0 6 0 4 0 168 64 34 0 38 0 0 214 67 2 0 0 0 0 2 0 6 0 0 0 0 764 0 0 0 0 3 0 10 0 0 5 33 0 12 0 25 4 0 0 8 29 0 0 0 0 0 16 0 0 377 0 61 0 0 24 6 0 17 301 0 70 0 62 0 0 31 0 34 18 50 0 13 78 16 0 3 22 10262 7296 166 0 86 8 24 0 28 0 0 5 0 0 0 12807 0 3529 347 251 3689 0 0 4 0 0 0 558 23 0 18 0 9 0 5 0 0 45 13 25 55 0 0 0 0 0 0 385 4 99 203 161 0 312 0 0 22 0 0 66 47 19 0 0 0 0 0 0 202 0 0 0 0 1652 125 161 181 0 0 37 8 245 45 13 0 0 0 0 0 17 0 0
LP_S85_2 X85 Landrace LP Rhizosphere 2 P03 40 0 0 41 0 0 16 0 45 0 26 0 80 0 0 0 0 0 0 51 0 0 7 0 0 0 25 1514 0 0 134 59 22 4 35 0 0 0 75 40 76 0 4 10 13 19 0 11 110 116 4 0 0 0 115 0 0 0 89 8 0 4 0 0 6 16 291 0 0 0 0 0 3 19 4 0 0 6 16 24 24 0 0 19 0 245 31 3 0 2 0 2 0 0 0 0 0 0 0 18 0 0 0 0 0 4 0 0 0 14 0 0 0 0 23 0 0 0 6 17 0 0 8 0 2 0 0 0 537 6 179 0 0 60 5 0 19 272 9 1858 4 43 4 0 53 0 21 8 0 11 33 52 0 0 126 0 487 376 0 3291 179 156 48 55 0 0 0 19 0 195 0 894 0 963 708 32140 71536 0 7 6 27 61 0 338 61 0 5 0 0 5 0 0 0 38 19 0 28 0 0 0 5 0 0 2787 94 58 43 0 0 371 5 0 39 0 0 103 109 37 0 17 0 0 0 0 228 0 23 0 0 565 47 0 73 14 15 17 6 62 704 76 0 0 0 11 0 17 5 0
LP_S85_3 X85 Landrace LP Rhizosphere 3 P03 46 0 0 11 0 3 0 0 69 0 42 0 10 5 0 7 0 0 16 20 0 9 0 0 0 0 0 2172 0 0 294 0 2 0 35 0 0 0 262 43 114 2 0 6 20 48 0 0 23 68 3 0 0 11 0 0 0 0 345 8 0 0 0 0 0 22 478 0 5 0 0 2 0 0 3 0 0 5 38 106 429 0 54 56 0 959 0 10 5 0 0 0 0 0 13 0 0 0 0 565 0 0 0 0 0 12 0 0 0 0 0 0 0 0 19 0 0 0 11 47 0 3 0 0 0 3 0 93 416 0 175 0 0 75 13 0 54 902 10 7959 31 8432 0 0 216 349 374 160 16 0 3663 251 61 0 9 0 967 841 105 637 0 0 18 15 0 0 0 0 0 0 99 21970 90 3173 2142 8955 34726 5 6 19 24 102 0 1216 79 0 5 0 0 11 3 0 0 76 40 18 0 70 0 0 8 0 0 480 0 70 124 38 42 452 17 0 119 0 13 147 240 25 0 20 0 7 0 0 372 7 0 0 0 1103 197 12 140 24 9 30 10 296 2426 79 45 0 0 3 13 29 16 0
LP_S86_1 X86 Landrace LP Rhizosphere 1 P06 147 0 0 36 0 6 21 0 56 0 25 0 0 0 0 0 0 0 16 0 19 25 0 0 0 0 0 133 0 0 145 0 0 0 26 0 5 0 135 18 51 0 0 0 0 0 4 0 0 136 0 12 0 0 0 0 0 0 548 0 8 0 0 0 72 43 471 0 0 7 0 0 0 8 13 0 28 0 18 47 97 0 0 0 26 532 0 9 18 4 0 0 0 0 4 0 0 0 0 23 0 0 0 13 0 12 12 0 0 51 47 0 0 0 49 0 0 2 24 75 0 0 0 0 0 14 0 0 76 0 188 0 0 49 60 0 29 194 0 225 0 80 0 0 0 28 18 14 23 0 54 75 62 0 4 0 565 783 98 50 59 0 58 118 0 0 0 11 0 7 0 12872 8 2350 174 55 20218 0 6 10 0 110 0 818 75 0 6 0 10 7 0 0 0 108 20 32 51 36 0 9 11 4 0 34 0 52 55 29 9 11109 10 0 52 0 43 112 198 36 0 34 6 8 7 0 343 0 0 0 0 908 148 0 144 4 3 37 7 80 163 70 0 0 0 0 3 23 0 0
LP_S86_2 X86 Landrace LP Rhizosphere 2 P06 253 0 0 83 0 0 40 0 135 0 49 7 226 11 0 25 16 0 22 51 0 0 30 0 11 0 68 2464 41 0 338 0 22 9 86 0 6 0 183 61 117 10 28 6 13 77 3 3 94 141 0 9 42 26 108 0 0 0 292 13 0 7 3 120 0 32 475 0 0 0 0 18 3 9 0 0 8 0 16 59 67 0 25 0 0 699 91 9 13 6 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 5 0 0 0 17 0 0 0 3 18 2 0 9 13 36 0 0 8 3 0 42 20 0 87 0 364 65 0 126 33 0 49 449 7 887 12 68 0 0 92 0 50 14 0 9 30 115 0 6 0 0 626 338 28 342 73 82 65 14 0 0 0 0 23 6 0 1379 11 681 2871 42222 63786 10 22 9 0 139 0 1311 90 6 11 5 0 10 4 2 4 94 29 16 0 28 35 4 9 63 0 150 0 89 89 0 11 709 0 0 95 0 0 225 67 62 24 44 4 0 0 0 479 0 8 0 0 959 126 15 120 28 26 71 16 188 653 67 29 0 0 17 5 25 11 6
LP_S86_3 X86 Landrace LP Rhizosphere 3 P06 53 0 0 0 4 0 8 0 0 0 26 0 14 0 14 17 0 0 12 18 0 0 0 0 8 0 6 670 0 0 98 0 3 0 35 0 5 0 253 63 106 0 0 0 16 9 2 2 20 55 0 3 13 28 0 0 0 12 39 8 0 0 0 0 5 6 87 0 0 0 0 7 0 7 0 0 0 0 19 52 72 0 0 18 0 1281 59 3 0 18 4 0 0 0 0 0 0 19 0 11090 28 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 6 0 10 8 7 0 0 17 0 0 106 67 16 0 0 22 7 5 18 753 16 1937 3 33 0 0 64 0 95 0 6 0 123 27 0 0 13 16 543 348 80 814 55 0 6 6 18 0 0 67 27 30 0 1804 0 843 294 4575 45345 0 0 0 8 75 0 444 21 4 0 0 0 23 0 0 0 26 0 16 43 0 0 27 3 7 0 19 0 257 0 28 101 845 156 0 26 0 0 188 2470 15 0 3 4 0 0 0 250 86 0 0 0 736 34 26 76 10 4 18 8 80 256 35 0 0 0 0 4 14 9 0
LP_S87_1 X87 Landrace LP Rhizosphere 1 P09 0 0 0 0 0 14 15 0 86 65 21 0 0 0 0 0 0 42 0 57 0 0 0 11 0 13 0 3262 77 124 1848 0 0 0 11 0 0 0 51 15 33 0 2 6 0 2 0 0 0 29 0 135 0 0 0 0 0 0 233 0 8 0 4 0 4 17 214 0 0 2 0 0 0 13 3 0 0 3 7 42 21 0 30 0 0 695 0 3 8 0 0 0 2 0 0 0 0 0 0 5166 31 0 18 0 0 0 1785 0 0 0 12 0 0 0 25 4 0 0 18 0 14 0 0 0 8 11 0 0 32 0 50 0 0 40 15 0 31 383 0 142 2 33 0 0 0 65 0 12 24 0 15 96 43 0 0 0 3143 951 3720 0 1246 0 33 11 14 0 0 0 6 0 0 5937 6 19443 109 1170 908 2 2 6 10 72 0 612 16 2 368 0 5 2 3 0 0 49 20 24 0 36 20 0 5 0 0 61 0 43 131 0 0 250 14 0 22 0 26 181 0 12 0 10 5 2 0 0 271 0 0 0 0 377 47 0 57 4 4 15 7 132 1435 40 99 0 0 0 0 77 5 0
LP_S87_2 X87 Landrace LP Rhizosphere 2 P09 68 0 0 14 45 28 38 0 100 18 46 6 136 5 0 15 0 0 0 0 18 0 0 0 0 13 65 1415 0 69 373 0 0 2 20 0 0 0 119 34 93 3 4 0 16 25 0 8 19 74 0 19 739 35 182 11 0 0 102 0 6 7 2 0 15 23 182 0 0 4 0 15 0 2 0 0 3 0 37 96 28 0 51 0 0 463 38 14 10 3 0 0 0 0 0 0 0 0 0 4025 0 0 0 0 0 3 0 0 0 12 0 0 0 4 0 4 0 0 5 33 0 19 0 4 4 26 8 0 80 0 201 0 0 103 42 0 44 427 8 1515 0 30 0 0 87 0 20 14 0 12 17 60 7 0 6 23 2720 3203 51 284 65 198 23 6 0 0 4 0 23 47 0 1399 0 5727 2257 39862 25691 3 13 25 17 88 0 772 21 0 8 0 0 0 6 3 3 47 12 0 0 58 0 0 9 28 0 433 0 140 221 53 8 1224 7 0 68 34 0 280 252 30 0 35 11 0 0 0 514 0 16 0 0 786 39 16 155 19 26 44 15 130 2321 126 0 0 0 18 4 76 0 0
LP_S87_3 X87 Landrace LP Rhizosphere 3 P09 54 0 0 15 0 10 0 4 50 0 24 0 0 0 0 11 8 0 0 56 0 19 5 0 7 0 0 406 25 0 72 0 0 6 84 0 0 0 228 54 115 6 0 0 10 189 4 10 13 45 0 0 0 2 0 0 0 0 314 0 0 9 0 0 0 34 581 0 0 0 0 9 0 9 6 0 6 119 38 144 7819 0 216 34 0 695 51 16 4 0 3 0 0 0 0 0 0 0 0 1236 0 0 0 33 0 4 0 0 0 0 0 0 0 0 0 0 0 0 20 45 0 0 5 0 0 9 19 132 719 0 185 0 6 59 28 0 46 1500 6 1051 16 251 0 0 89 49 927 49 0 0 1368 170 25 0 0 0 383 542 53 2807 0 0 27 9 0 8 0 0 0 10 148 6253 23 1265 695 3741 39689 0 3 16 27 185 0 1474 53 0 5 0 0 7 4 0 0 86 19 203 63 0 0 0 12 44 0 68 93 118 89 44 35 424 19 0 125 0 47 285 11415 58 27 31 0 5 0 11 582 18 0 0 0 2890 538 60 153 13 23 80 23 213 274 60 55 0 0 4 0 37 23 0
LP_S88_1 X88 Landrace LP Rhizosphere 1 P09 0 0 0 0 0 15 0 0 0 0 0 0 35 0 0 16 0 0 30 0 0 0 0 0 0 0 0 1591 0 0 1195 0 0 0 5 0 2 0 61 25 60 0 0 0 0 0 0 0 6 43 0 7 0 0 0 0 0 2 145 0 0 0 0 0 0 0 125 0 0 2 0 0 0 5 2 0 0 0 0 9 17 7 0 0 0 176 0 0 3 3 0 0 0 0 23 0 0 0 0 18 0 0 0 0 0 0 18 0 0 0 0 0 0 0 14 0 0 5 11 12 0 0 0 0 0 4 0 0 129 0 32 0 0 11 3 0 21 168 4 49 0 10 0 0 0 121 0 26 8161 0 16 65 15 0 0 0 1152 1077 328 0 64 0 7 4 0 0 0 0 0 0 0 21345 0 387 495 159 6003 0 0 4 0 0 0 305 16 0 4 0 0 0 0 0 0 25 0 0 28 0 0 12 0 16 0 46 0 39 70 0 0 148 9 0 13 0 0 58 43 4 0 0 0 0 0 0 82 0 0 0 0 806 41 6 29 3 0 0 2 29 40 87 0 0 0 0 0 107 0 0
LP_S88_2 X88 Landrace LP Rhizosphere 2 P09 95 0 0 23 3 0 22 0 181 16 89 0 1232 0 27 0 0 12 0 37 0 0 0 0 14 12 144 13276 36 0 253 0 0 15 22 0 5 0 184 69 125 36 34 0 12 33 3 5 26 99 7 0 0 34 92 0 0 0 240 13 9 0 4 0 1142 52 440 0 4 5 8 2 0 14 43 0 8 5 24 62 60 0 22 0 0 625 0 11 20 8 0 0 0 0 0 0 0 0 0 120 0 0 0 10 0 5 0 0 0 9 0 0 0 3 17 0 0 0 6 29 0 0 5 7 20 43 8 0 78 0 518 0 0 171 19 0 63 668 7 519 18 45 0 0 104 0 23 20 0 16 206 93 0 0 2 0 1168 394 25 2111 54 165 67 12 12 0 4 0 56 12 0 1491 21 8448 19344 7796 36469 0 17 11 0 105 0 1086 84 0 9 0 0 11 3 0 10 122 49 27 54 0 23 14 14 3 0 753 0 126 94 0 15 9711 18 0 78 0 28 274 35 0 39 28 15 3 0 0 433 7 0 0 0 1108 99 49 233 17 51 116 12 134 644 69 40 5 0 8 3 358 13 0
LP_S88_3 X88 Landrace LP Rhizosphere 3 P09 148 36 0 19 0 10 0 0 82 0 25 0 0 0 0 0 0 0 50 0 25 26 0 0 0 9 0 680 0 0 126 0 0 6 51 0 0 0 217 99 130 4 0 17 0 33 2 4 50 45 11 0 0 4 0 0 6 0 304 4 0 5 10 0 0 34 449 0 0 0 0 0 2 8 3 0 6 17 37 152 1037 31 67 28 17 783 66 8 6 0 3 0 0 0 0 0 0 0 0 843 0 0 0 0 2 0 0 0 0 0 0 0 2 3 22 5 0 0 13 200 0 0 0 0 9 2 20 220 469 0 236 0 0 77 17 7 48 1397 7 1067 79 1323 0 0 183 71 26563 358 0 13 2108 669 51 0 0 0 294 260 63 494 0 0 15 0 0 0 0 0 0 7 74 1702 10 794 652 784 5400 5 8 20 26 79 0 1484 74 4 8 0 0 17 9 2 0 102 17 20 57 0 0 0 11 7 0 71 0 65 101 0 30 397 24 0 183 0 20 289 229 37 0 16 0 3 0 0 579 0 0 25 0 1893 198 9 150 9 4 39 9 6124 291 89 35 0 0 0 7 43 8 0
LP_S89_1 X89 Landrace LP Rhizosphere 1 P06 0 0 0 0 0 24 9 0 16 0 14 0 0 0 0 5 0 0 0 0 0 4 0 0 0 0 0 119 0 0 122 0 0 0 8 0 0 0 133 38 59 0 0 0 9 35 0 0 106 145 0 7 0 0 0 0 0 0 235 0 0 0 0 0 0 17 229 0 0 3 0 0 0 0 7 0 0 28 16 39 46 0 19 0 0 483 0 5 0 0 0 0 0 0 2132 0 0 0 0 19 0 0 0 3 0 6 14 0 0 10 0 0 0 0 12 3 0 0 14 21 0 0 0 0 0 0 0 0 50 0 288 0 0 25 13 0 13 360 0 474 0 7 0 0 43 0 5 27 61 0 37 85 21 0 0 10 1390 2316 145 17 123 0 27 36 0 0 0 0 0 0 0 3557 7 2097 971 308 10960 0 0 2 0 0 0 500 28 0 11 0 0 2 0 0 0 24 10 10 0 32 0 0 0 0 0 51 7 49 59 0 0 603 9 0 109 0 19 9713 383 26 0 9 0 0 0 0 106 9 0 105 0 949 79 0 69 5 3 20 0 36 44 22 0 0 0 0 0 15 0 0
LP_S89_2 X89 Landrace LP Rhizosphere 2 P06 91 117 0 7 0 6 30 0 148 0 109 0 97 25 0 8 14 0 12 46 0 10 0 0 0 0 131 2017 526 0 209 0 0 0 22 0 0 0 118 42 80 5 4 8 0 131 6 2 14 57 10 6 0 0 121 6 0 0 134 0 7 13 3 219 0 12 341 0 0 9 8 6 0 11 7 0 4 4 25 66 49 0 46 0 0 870 93 4 21 0 0 0 0 7 0 0 0 0 0 2246 0 0 0 0 5 0 0 0 0 18 19 0 0 2 14 5 0 0 0 24 0 4 0 9 20 28 0 0 109 0 140 0 0 136 28 0 30 469 10 462 3 96 0 0 95 0 76 0 0 340 21 134 0 3 21 0 1434 1355 28 342 271 187 51 13 0 18 3 0 17 91 0 1361 0 12378 1091 51691 25102 0 15 16 21 58 0 667 36 8 7 0 0 9 5 2 0 47 22 0 0 26 0 5 20 10 14 136 255 156 46 38 0 3328 8 0 409 0 12 202 38 23 57 23 9 5 3 0 372 0 26 0 0 968 84 10 137 19 47 32 6 107 1221 40 19 0 0 7 5 19 8 0
LP_S89_3 X89 Landrace LP Rhizosphere 3 P06 21 51 0 0 0 0 0 0 0 0 29 0 13 0 0 0 0 0 16 0 0 6 0 0 0 0 0 186 0 0 60 0 0 5 27 0 0 0 131 15 38 0 0 9 0 16 0 0 22 26 0 0 0 0 0 0 0 0 139 4 0 0 2 14 0 24 126 0 0 0 0 0 0 0 5 0 0 0 0 59 121 0 31 0 0 197 0 2 0 0 0 0 0 0 0 0 0 0 0 1410 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 3 9 0 0 0 0 7 0 88 46 167 0 48 0 0 28 4 0 25 684 0 1094 18 623 0 0 54 48 194 32 0 0 291 65 17 0 0 0 221 196 43 5823 0 0 6 6 0 0 0 0 0 94 44 2318 0 12231 627 2403 23377 3 0 2 0 0 0 261 14 0 0 0 0 0 0 0 0 24 12 0 0 13 0 0 0 0 0 41 0 39 49 0 21 105 5 0 23 0 11 109 643 7 0 7 0 0 0 0 169 0 0 44 0 1786 566 10 44 6 0 14 0 97 96 117 894 0 0 0 0 549 0 0
LP_S9_1 X9 Landrace LP Rhizosphere 1 P03 15 0 0 8 0 0 5 0 40 0 0 4 339 0 0 13 0 0 0 0 0 0 0 0 0 0 0 71 0 0 318 0 0 0 11 0 0 0 101 23 23 4 0 13 9 10 0 2 43 64 0 5 0 3 0 0 0 0 161 0 4 0 3 0 4 8 302 0 3 0 0 0 0 3 8 0 0 805 6 30 39 0 28 0 0 302 0 4 7 0 0 0 2 0 0 0 0 0 0 9 0 0 0 0 0 2 10 0 0 0 29 0 0 0 16 8 2 0 10 34 0 0 5 0 0 9 7 34 0 0 73 0 0 39 7 0 13 317 0 141 0 174 0 0 53 0 6 20 0 0 15 27 19 0 168 0 173 153 0 1659 26 0 21 29 21 0 0 0 0 4 0 54498 0 1091 504 974 4471 0 3 4 0 69 0 784 184 0 0 0 0 4 0 0 3 43 12 17 0 0 0 0 6 0 0 39 28 21 55 0 0 167 8 0 27 0 0 90 24 0 22 0 0 3 0 0 217 0 0 25 0 333 45 0 102 0 3 14 5 25 38 22 0 0 0 4 0 7 0 24
LP_S9_2 X9 Landrace LP Rhizosphere 2 P03 73 22 11 0 0 0 25 0 64 0 34 0 140 0 0 21 64 9 19 21 0 27 29 0 12 0 10 1501 46 0 294 0 2 7 14 0 0 0 140 43 61 3 2 0 25 18 0 5 16 90 2 4 34 0 0 0 5 0 55 0 0 5 0 0 5 15 308 0 0 0 0 3 0 0 0 0 3 0 11 46 25 0 0 20 0 303 0 4 0 2 0 2 0 0 0 0 0 0 0 3481 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 3 11 0 0 0 0 0 19 15 0 117 6 173 32 0 81 13 0 28 420 4 1095 9 134 2106 0 138 0 12 0 50 0 27 57 7 10 36 12 454 332 118 82 81 2056 24 7 26 0 0 0 31 41 0 1378 6 4557 187 41962 39144 0 7 0 9 0 0 538 26 0 2 0 0 0 0 0 0 31 17 0 0 27 0 0 15 17 0 45 9 66 55 0 5 342 7 0 40 0 0 211 30 13 0 0 8 0 6 0 360 10 0 0 0 806 67 0 88 10 23 54 10 81 745 65 0 0 0 55 3 28 0 13
LP_S9_3 X9 Landrace LP Rhizosphere 3 P03 19 0 4 8 0 10 27 0 39 0 27 0 271 13 0 5 0 11 35 0 0 26 0 61 0 0 9 917 740 0 657 659 4 0 33 0 4 0 453 76 213 9 0 38 0 8 5 0 9 43 2 18 0 0 0 0 0 0 155 0 7 0 0 0 0 36 934 0 0 3 5 12 2 10 0 0 13 0 21 122 238 0 34 57 0 632 0 15 3 0 0 8 0 0 83 24 0 0 0 4653 0 0 0 0 0 0 0 0 0 0 16 0 3 0 13 9 0 0 11 14 0 0 0 0 0 17 0 0 34 4 243 384 0 64 11 0 36 684 12 1273 7 63 0 0 399 0 14 7461 0 0 70 871 7 0 0 8946 895 993 85 130 1166 199 44 0 7 0 0 0 8 0 0 784 10 122 2705 38064 2305 9 13 0 0 0 0 3227 61 0 0 0 3 15 7 0 0 44 0 17 0 0 21 0 0 0 0 138 6 558 297 109 0 738 337 0 57 0 0 310 75 27 0 14 0 6 5 0 206 0 0 0 0 4107 423 24 136 14 26 26 13 112 742 31 0 0 0 22 0 322 10 3
LP_S90_1 X90 Landrace LP Rhizosphere 1 P09 0 0 0 4 0 324 0 0 61 52 0 0 179 0 0 0 0 7 0 0 0 0 0 0 7 0 0 677 0 0 356 0 2 0 23 0 0 0 92 20 55 0 2 0 20 4 0 0 22 57 0 125 0 0 0 0 0 0 130 0 4 0 0 0 0 16 249 0 4 8 0 48 5 9 10 0 0 64 20 14 61 0 29 0 0 337 0 15 13 4 0 0 0 0 11 0 0 0 0 20 0 0 0 2 0 0 13 0 0 0 6 0 0 0 21 0 0 0 11 18 0 2 0 0 0 13 0 45 59 0 86 11 0 40 6 0 11 196 5 408 155 523 0 0 317 0 0 13 52 34 16 72 11 0 17 0 675 526 55 313 23 0 16 121 0 47 0 0 0 0 0 478 0 2916 357 2124 55268 0 0 3 12 0 0 337 15 0 0 0 0 3 0 0 0 42 15 9 0 0 33 0 6 7 0 28 0 33 60 0 6 242 0 0 21 0 0 115 75 15 0 0 0 0 0 0 89 0 50 0 0 617 57 0 38 11 3 0 7 36 162 69 0 0 0 0 0 55 16 0
LP_S90_2 X90 Landrace LP Rhizosphere 2 P09 49 93 4 20 102 4 11 0 140 0 17 0 142 0 449 10 0 6 22 0 0 4 0 0 0 7 72 2354 33 0 345 0 0 11 19 0 9 0 99 36 56 6 0 10 6 81 4 0 26 46 3 5 39 36 63 0 0 0 67 60 0 11 0 33 0 25 256 0 6 10 0 260 0 4 0 0 0 0 22 35 27 0 32 0 0 653 44 11 26 2 97 0 0 0 0 0 0 0 0 19 0 0 0 0 4 0 0 0 0 6 5 0 0 0 4 2 0 0 4 25 0 0 0 4 10 30 0 0 70 0 78 0 0 77 76 0 19 221 18 720 31 24 0 0 88 0 11 14 0 0 83 92 0 10 3 0 367 586 0 279 27 73 24 3 6 0 0 11 0 27 0 1135 38 2441 1835 40106 27142 5 8 2 13 0 0 450 34 7 0 0 0 0 0 0 0 54 15 0 0 40 0 0 12 153 0 94 64 121 34 0 0 624 3 0 57 0 0 152 39 20 0 17 9 10 4 0 257 104 0 47 0 729 63 0 169 20 13 50 6 51 602 44 0 0 4 19 4 62 0 0
